sl_no,slide_no,latitude,longitude,source_record,year,state,event_date_raw,event_date,movement_type,district,elevation_m,slope_deg,aspect_deg,historical_landslide_count,unique_landslide_locations,aspect_sin,aspect_cos
20412,MEG/RIB/83C1/2016/1,25.776087,92.03754,20412 MEG/RIB/83C1/2016/1 Meghalaya Ri-Bhoi Khlieh Umlaita SH 25.776087 92.03754 Debris Slide 2015,2016.0,Meghalaya,,,Debris Slide,Ribhoi,918.593994140625,25.78489907675568,116.72891528105822,105.0,102.0,0.8931445181641511,-0.4497697963106532
20416,MEG/WKH/78O10/2016/50,25.795444,91.662111,20416 MEG/WKH/78O10/2016/50 Meghalaya West Khasi Hills NongkhlawPatharkhammah 25.795444 91.662111 Earth Slide 2016 road 1 km SW of Ladpanai vilalge,2016.0,Meghalaya,,,Earth Slide,West Khasi Hills,,,,224.0,223.0,,
20417,MEG/RIB/83C1/2016/5,25.796657,92.143462,20417 MEG/RIB/83C1/2016/5 Meghalaya Ri-Bhoi Umlatara SH 25.796657 92.143462 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,815.92138671875,25.77298405011664,136.97372116590918,105.0,102.0,0.6823337252860106,-0.7310408246721349
20426,MEG/RIB/78O13/2016/6,25.852222,91.881361,20426 MEG/RIB/78O13/2016/6 Meghalaya Ri-Bhoi 34.300 chainage slide NH6 25.852222 91.881361 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20427,MEG/RIB/78O13/2016/5,25.853111,91.881583,20427 MEG/RIB/78O13/2016/5 Meghalaya Ri-Bhoi 34.190 chainage slide NH6 25.853111 91.881583 Debris Slide 2015,2016.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20428,MEG/RIB/83C1/2016/8,25.86575,92.153286,20428 MEG/RIB/83C1/2016/8 Meghalaya Ri-Bhoi Mawpat SH 25.86575 92.153286 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,669.8466796875,30.588197482386505,129.1180645386861,105.0,102.0,0.7758475254488736,-0.6309204523986043
20429,MEG/RIB/78O13/2016/16,25.865894,91.880278,20429 MEG/RIB/78O13/2016/16 Meghalaya Ri-Bhoi Umdihar NH6 25.865894 91.880278 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20430,MEG/RIB/83C1/2016/6,25.874293,92.018322,20430 MEG/RIB/83C1/2016/6 Meghalaya Ri-Bhoi Mawkangi SH 25.874293 92.018322 Debris Slide 2015,2016.0,Meghalaya,,,Debris Slide,Ribhoi,754.6765747070312,9.578428801470368,116.5897832223435,105.0,102.0,0.8942340654160124,-0.4475996383483244
20431,MEG/RIB/78O09/2016/49,25.895583,91.599333,20431 MEG/RIB/78O09/2016/49 Meghalaya Ri-Bhoi Patharkhamma village Slide1 Patharkhamma Guwahati road 25.895583 91.599333 Debris Slide 2016,2016.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20432,MEG/RIB/78O09/2016/47,25.913997,91.578903,20432 MEG/RIB/78O09/2016/47 Meghalaya Ri-Bhoi Jirang village slide8 Patharkhamma Guwahati road 25.913997 91.578903 Debris Slide 2016 near New Jirang village,2016.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20433,MEG/RIB/78O09/2016/46,25.9235,91.574222,20433 MEG/RIB/78O09/2016/46 Meghalaya Ri-Bhoi Jirang village slide7 Patharkhamma Guwahati road 25.9235 91.574222 Debris Slide 2016 about 1 km NW of New Jirang village,2016.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20434,ML/RIB/78O13/2014/10,25.92792,91.87717,20434 ML/RIB/78O13/2014/10 Meghalaya Ri-Bhoi Pamdingoh B GS road 25.92792 91.87717 Debris Slide August-September 2014,2014.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20435,MEG/RIB/78O13/2016/7,25.927972,91.877194,20435 MEG/RIB/78O13/2016/7 Meghalaya Ri-Bhoi Krosia slide NH6 25.927972 91.877194 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20436,MEG/RIB/78O09/2016/45,25.930386,91.571822,20436 MEG/RIB/78O09/2016/45 Meghalaya Ri-Bhoi Jirang village slide6 Patharkhamma Guwahati road 25.930386 91.571822 Earth Slide 2016 about 2 km SW of Jirang village,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20437,MEG/RIB/78O09/2016/54,25.934889,91.714389,20437 MEG/RIB/78O09/2016/54 Meghalaya Ri-Bhoi UmlingPatharkhamma R.S3 UmlingPatharkhamma road 25.934889 91.714389 Earth Slide 2016,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20438,MEG/RIB/78O09/2016/53,25.935708,91.714556,20438 MEG/RIB/78O09/2016/53 Meghalaya Ri-Bhoi UmlingPatharkhamma R.S2 UmlingPatharkhamma road 25.935708 91.714556 Earth Slide 2016,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20439,MEG/RIB/78O09/2016/44,25.935833,91.56525,20439 MEG/RIB/78O09/2016/44 Meghalaya Ri-Bhoi Jirang village slide5 Patharkhamma Guwahati road 25.935833 91.56525 Earth Slide 2016 about 1 km NW of Jirang village,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20440,MEG/RIB/78O09/2016/43,25.935908,91.564903,20440 MEG/RIB/78O09/2016/43 Meghalaya Ri-Bhoi Jirang village slide4 Patharkhamma Guwahati road 25.935908 91.564903 Earth Slide 2016 about 1 km NW of Jirang village,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20441,MEG/RIB/78O09/2016/42,25.936583,91.563917,20441 MEG/RIB/78O09/2016/42 Meghalaya Ri-Bhoi Jirang village slide3 Patharkhamma Guwahati road 25.936583 91.563917 Debris Slide 2016,2016.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20443,MEG/RIB/78O09/2016/41,25.940439,91.563069,20443 MEG/RIB/78O09/2016/41 Meghalaya Ri-Bhoi Jirang village slide2 Patharkhamma Guwahati road 25.940439 91.563069 Earth Slide 2016 1.5 km NW of Jirang village,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20444,MEG/RIB/78O09/2016/52,25.940978,91.724644,20444 MEG/RIB/78O09/2016/52 Meghalaya Ri-Bhoi UmlingPatharkhamma R.S1 UmlingPatharkhamma road 25.940978 91.724644 Earth Slide 2016,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20445,MEG/RIB/78O09/2016/40,25.945225,91.560703,20445 MEG/RIB/78O09/2016/40 Meghalaya Ri-Bhoi Jirang village slide1 Patharkhamma Guwahati road 25.945225 91.560703 Earth Slide 2016,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20446,MEG/RIB/78O09/2016/39,25.945619,91.548883,20446 MEG/RIB/78O09/2016/39 Meghalaya Ri-Bhoi Paham slide2 Patharkhamma Guwahati road 25.945619 91.548883 Earth Slide 2016,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20447,MEG/RIB/78O13/2016/17,25.951106,91.968889,20447 MEG/RIB/78O13/2016/17 Meghalaya Ri-Bhoi yrn SH 25.951106 91.968889 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20448,MEG/RIB/78O09/2016/38,25.9545,91.546622,20448 MEG/RIB/78O09/2016/38 Meghalaya Ri-Bhoi Paham slide Patharkhamma Guwahati road 25.9545 91.546622 Debris Slide 2016 0.5 km S of Paham village,2016.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20449,MEG/RIB/78O13/2016/1,25.954889,91.858667,20449 MEG/RIB/78O13/2016/1 Meghalaya Ri-Bhoi 19.720 km slide NH6 25.954889 91.858667 Debris Slide 2016,2016.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20450,MEG/RIB/78O13/2016/14,25.956333,91.85725,20450 MEG/RIB/78O13/2016/14 Meghalaya Ri-Bhoi Lumjana Slide II NH6 25.956333 91.85725 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20451,MEG/RIB/78O13/2016/13,25.956781,91.852883,20451 MEG/RIB/78O13/2016/13 Meghalaya Ri-Bhoi Lumjana Slide I NH6 25.956781 91.852883 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20452,ML/RIB/78O13/2014/07,25.95847,91.85406,20452 ML/RIB/78O13/2014/07 Meghalaya Ri-Bhoi Shangbangla GS road 25.95847 91.85406 Debris Slide 23 September 2014 at 09.00hrs and 14:30hrs,2014.0,Meghalaya,23 September 2014,2014-09-23,Debris Slide,Ribhoi,,,,105.0,102.0,,
20453,MEG/RIB/78O13/2016/12,25.958886,91.851242,20453 MEG/RIB/78O13/2016/12 Meghalaya Ri-Bhoi Sohpu NH6 25.958886 91.851242 Earth Slide NA,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20455,MEG/RIB/83C1/2016/2,25.970032,92.056762,20455 MEG/RIB/83C1/2016/2 Meghalaya Ri-Bhoi Markang SH 25.970032 92.056762 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,603.7285766601562,34.44097535846841,169.81245863275876,105.0,102.0,0.1768707285456557,-0.9842340907445388
20456,MEG/RIB/83C1/2016/3,25.970062,92.054889,20456 MEG/RIB/83C1/2016/3 Meghalaya Ri-Bhoi South of Markang SH 25.970062 92.054889 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,597.0316772460938,30.914643296179136,175.86432176830385,105.0,102.0,0.0721185394139012,-0.9973960679052256
20457,MEG/RIB/78O09/2016/35,25.971897,91.562372,20457 MEG/RIB/78O09/2016/35 Meghalaya Ri-Bhoi Huro Jirang village slide3 0.5 km SW of Huro Jirang vilalge25.971897 91.562372 Earth Slide 2016,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20458,MEG/RIB/78O09/2016/36,25.972322,91.561125,20458 MEG/RIB/78O09/2016/36 Meghalaya Ri-Bhoi Huro Jirang village slide4 4.5 km SW of Huro Jirang vilalge25.972322 91.561125 Earth Slide 2016,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20459,MEG/RIB/78O09/2016/37,25.972469,91.560822,20459 MEG/RIB/78O09/2016/37 Meghalaya Ri-Bhoi Huro Jirang village slide5 5 km SW of Huro Jirang vilalge 25.972469 91.560822 Earth Slide 2016,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20460,ML/RIB/78O13/2014/04,25.97256,91.86242,"20460 ML/RIB/78O13/2014/04 Meghalaya Ri-Bhoi Umling Guwahati-Shillong road (NH-40) 25.97256 91.86242 Debris Slide 2012, 05 October 2014 at 5:30 pm",2014.0,Meghalaya,05 October 2014,2014-10-05,Debris Slide,Ribhoi,,,,105.0,102.0,,
20461,MEG/RIB/78O13/2016/10,25.972964,91.858336,20461 MEG/RIB/78O13/2016/10 Meghalaya Ri-Bhoi Umling slide NH6 25.972964 91.858336 Debris Slide 2016,2016.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20462,MEG/RIB/78O09/2016/34,25.978481,91.569575,20462 MEG/RIB/78O09/2016/34 Meghalaya Ri-Bhoi Huro Jirang village slide2 2.5km SW of Huro Jirang vilalge 25.978481 91.569575 Earth Slide 2016,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20463,MEG/RIB/78O13/2016/18,25.978803,91.860278,20463 MEG/RIB/78O13/2016/18 Meghalaya Ri-Bhoi Old weight bridge 2 NH6 25.978803 91.860278 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20464,MEG/RIB/78O13/2016/9,25.979244,91.860578,20464 MEG/RIB/78O13/2016/9 Meghalaya Ri-Bhoi Old weight bridge slide NH6 25.979244 91.860578 Earth Slide 2012,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20465,MEG/RIB/83C1/2016/4,25.982436,92.057405,20465 MEG/RIB/83C1/2016/4 Meghalaya Ri-Bhoi Jowe SH 25.982436 92.057405 Debris Slide 2015,2016.0,Meghalaya,,,Debris Slide,Ribhoi,397.02447509765625,15.91040308062682,165.8087070040665,105.0,102.0,0.2451600604224702,-0.9694826170559484
20466,MEG/RIB/78O09/2016/33,25.994619,91.577214,20466 MEG/RIB/78O09/2016/33 Meghalaya Ri-Bhoi Huro Jirang village slide1 0.5km NE of Huro Jirang vilalge 25.994619 91.577214 Earth Slide 2016,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20467,MEG/RIB/78O13/2016/8,25.997033,91.86235,20467 MEG/RIB/78O13/2016/8 Meghalaya Ri-Bhoi 13 km stone slide NH6 25.997033 91.86235 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20468,MEG/RIB/78O13/2016/11,25.998847,91.863883,20468 MEG/RIB/78O13/2016/11 Meghalaya Ri-Bhoi Hynniangban Them slide NH6 25.998847 91.863883 Earth Slide 2015,2016.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20469,ML/RIB/78N16/2014/06,26.00294,91.86692,20469 ML/RIB/78N16/2014/06 Meghalaya Ri-Bhoi 19 Mile GS Road 26.00294 91.86692 Debris Slide 23 September 2014,2014.0,Meghalaya,23 September 2014,2014-09-23,Debris Slide,Ribhoi,,,,105.0,102.0,,
20470,ME/RIB/78N12/2015/105,26.007083,91.909806,"20470 ME/RIB/78N12/2015/105 Meghalaya Ri-Bhoi Shakhoikuna-2 Shakhoikuna-2, Ri-Bhoi, 26.007083 91.909806 Earth Slide NA Meghalaya",2015.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20471,ML/RIB/78N16/2014/05,26.01061,91.86886,"20471 ML/RIB/78N16/2014/05 Meghalaya Ri-Bhoi 17 Mile C GS Road 26.01061 91.86886 Debris Slide 20-23 August, 2014",2014.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20472,ME/RIB/78N12/2015/99,26.011861,91.569611,"20472 ME/RIB/78N12/2015/99 Meghalaya Ri-Bhoi Mairapur-1 Mairapur-1, Meghalaya 26.011861 91.569611 Rock cum Debris Slide NA",2015.0,Meghalaya,,,Debris Slide,Kamrup Metropolitan,,,,117.0,115.0,,
20473,ME/RIB/78N12/2015/102,26.022094,91.832906,"20473 ME/RIB/78N12/2015/102 Meghalaya Ri-Bhoi Upper Norbong-3 Upper Norbong-3, Mylliem RF, 26.022094 91.832906 Debris Slide NA Meghalaya",2015.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20474,ML/RIB/78N16/2014/02,26.02547,91.87158,20474 ML/RIB/78N16/2014/02 Meghalaya Ri-Bhoi 17 Mile B GS road 26.02547 91.87158 Earth Slide 20 September 2014,2014.0,Meghalaya,20 September 2014,2014-09-20,Earth Slide,Ribhoi,,,,105.0,102.0,,
20475,ME/RIB/78N12/2015/103,26.027028,91.88175,20475 ME/RIB/78N12/2015/103 Meghalaya Ri-Bhoi Pahamsubar En-route to Pahamsubar 26.027028 91.88175 Earth Slide NA,2015.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20476,ME/RIB/78N12/2015/104,26.027583,91.886556,"20476 ME/RIB/78N12/2015/104 Meghalaya Ri-Bhoi Dokduki En-route to Dokduki, Ri-Bhoi, 26.027583 91.886556 Debris Slide NA Meghalaya",2015.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20477,ML/RIB/78N16/2014/01,26.02897,91.87197,20477 ML/RIB/78N16/2014/01 Meghalaya Ri-Bhoi 17 mile A GS road 26.02897 91.87197 Earth Slide 2014,2014.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20478,ME/RIB/78N12/2015/106,26.032028,91.989528,"20478 ME/RIB/78N12/2015/106 Meghalaya Ri-Bhoi Markang Markang, Ri-Bhoi, Meghalaya 26.032028 91.989528 Debris Slide NA",2015.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20479,ME/RIB/78N16/2015/110,26.033583,91.867083,"20479 ME/RIB/78N16/2015/110 Meghalaya Ri-Bhoi 16th mile 16th mile, NH-40, Ri-Bhoi, 26.033583 91.867083 Earth Slide NA Meghalaya",2015.0,Meghalaya,,,Earth Slide,Ribhoi,,,,105.0,102.0,,
20482,ME/RBH/78N16/2015/114,26.075944,91.820806,"20482 ME/RBH/78N16/2015/114 Meghalaya Ri-Bhoi Umnowe Umnowe, Ri-Bhoi, Meghalaya 26.075944 91.820806 Debris Slide NA",2015.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20483,ME/RBH/78N16/2015/113,26.08125,91.798278,"20483 ME/RBH/78N16/2015/113 Meghalaya Ri-Bhoi Nongspong Nongspong, Meghalaya 26.08125 91.798278 Debris Slide NA",2015.0,Meghalaya,,,Debris Slide,Ribhoi,,,,105.0,102.0,,
20484,ME/RIB/78N12/2015/101,26.086389,91.879083,"20484 ME/RIB/78N12/2015/101 Meghalaya Ri-Bhoi Umpher Umpher, Meghalaya 26.086389 91.879083 Earth Slide NA",2015.0,Meghalaya,,,Earth Slide,Kamrup Metropolitan,,,,117.0,115.0,,
20485,AS/KAM/78N16/2015/76,26.086975,91.7831,20485 AS/KAM/78N16/2015/76 Meghalaya Ri-Bhoi Barpathar Barpathar Quarry 26.086975 91.7831 Rock cum Debris Slide NA,2015.0,Meghalaya,,,Debris Slide,Kamrup Metropolitan,,,,117.0,115.0,,
20486,3344,25.47704743,92.16831285,20486 3344 Meghalaya West Jaintia Hills NULL NULL 25.47704743 92.16831285 Debris Slide 25 May 2020,,Meghalaya,25 May 2020,2020-05-25,Debris Slide,West Jaintia Hills,1393.7822265625,9.159068560060488,276.121761815574,81.0,81.0,-0.9942975116890972,0.1066417284596857
20487,3348,25.46307925,92.25426106,20487 3348 Meghalaya West Jaintia Hills NULL NULL 25.46307925 92.25426106 Soil Slide 26 May 2020,,Meghalaya,26 May 2020,2020-05-26,Slide,West Jaintia Hills,1371.42138671875,4.227125618970728,279.3412908183723,81.0,81.0,-0.9867389986262888,0.1623149672395891
20488,3215,25.5667327,91.9146185,20488 3215 Meghalaya East Khasi Hills NULL NULL 25.5667327 91.9146185 Debris Slide 04 October 2024,,Meghalaya,04 October 2024,2024-10-04,Debris Slide,East Khasi Hills,,,,366.0,361.0,,
20489,3351,25.28422636,92.11294194,20489 3351 Meghalaya West Jaintia Hills NULL NULL 25.28422636 92.11294194 Debris Slide 26 June 2020,,Meghalaya,26 June 2020,2020-06-26,Debris Slide,West Jaintia Hills,1035.03466796875,11.025488961202154,355.997548295631,81.0,81.0,-0.0697991597587206,0.997561064445168
20490,3345,25.2842285,92.11314877,20490 3345 Meghalaya West Jaintia Hills NULL NULL 25.2842285 92.11314877 Rock Slide 26 May 2020,,Meghalaya,26 May 2020,2020-05-26,Rock Slide,West Jaintia Hills,1035.03466796875,11.025488962126616,355.9975482252464,81.0,81.0,-0.0697991609841677,0.9975610643594236
20491,ME/SWKH/78O07/2024/4,25.29967,91.46108,20491 ME/SWKH/78O07/2024/4 Meghalaya South West Khasi Hills Manad slide-1 Manad village 25.29967 91.46108 Debris Slide 15 June 2024,2024.0,Meghalaya,15 June 2024,2024-06-15,Debris Slide,South West Khasi Hills,,,,36.0,36.0,,
20492,ME/SWKH/78O07/2024/5,25.29667,91.45986,20492 ME/SWKH/78O07/2024/5 Meghalaya South West Khasi Hills Manad slide-2 Manad village 25.29667 91.45986 Debris Slide 17 June 2024 at 6:00AM,2024.0,Meghalaya,17 June 2024,2024-06-17,Debris Slide,East Khasi Hills,,,,366.0,361.0,,
20493,ME/SWKH/78O07/2024/6,25.2975,91.46167,20493 ME/SWKH/78O07/2024/6 Meghalaya South West Khasi Hills Manad slide-3 Manad village 25.2975 91.46167 Debris Slide 17 June 2024 (8:00 to 9:00 AM),2024.0,Meghalaya,17 June 2024,2024-06-17,Debris Slide,South West Khasi Hills,,,,36.0,36.0,,
20494,ME/SWKH/78O072024/7,25.29739,91.46201,20494 ME/SWKH/78O072024/7 Meghalaya South West Khasi Hills Manad slide-4 Manad village 25.29739 91.46201 Debris Slide 17 June 2024,2024.0,Meghalaya,17 June 2024,2024-06-17,Debris Slide,East Khasi Hills,,,,366.0,361.0,,
20495,ME/SWKH/78O07/2024/8,25.29778,91.45972,20495 ME/SWKH/78O07/2024/8 Meghalaya South West Khasi Hills Lummawbah village slide Lummawbah village 25.29778 91.45972 Debris Slide 15 June 2024(1:00 AM),2024.0,Meghalaya,15 June 2024,2024-06-15,Debris Slide,South West Khasi Hills,,,,36.0,36.0,,
20496,ME/RIB/78O13/2024/09,25.809088,91.875238,20496 ME/RIB/78O13/2024/09 Meghalaya Ri-Bhoi Umsamlem slide Umsamlem village 25.809088 91.875238 Earth Slide 6 July 2025 at 10:20 hrs,2024.0,Meghalaya,6 July 2025,2025-07-06,Earth Slide,Ribhoi,,,,105.0,102.0,,
20497,ME/RIB/78O13/2024/10,25.781246,91.874475,20497 ME/RIB/78O13/2024/10 Meghalaya Ri-Bhoi Umran Dairy slide Umran Dairy village 25.781246 91.874475 Earth Slide 6 July 2024,2024.0,Meghalaya,6 July 2024,2024-07-06,Earth Slide,Ribhoi,,,,105.0,102.0,,
20498,4693,25.640581,91.89212,20498 4693 Meghalaya East Khasi Hills NULL NULL 25.640581 91.89212 Debris Fall NA,,Meghalaya,,,Fall,East Khasi Hills,,,,366.0,361.0,,
20499,ME/EKH/78O15/2025/01,25.465167,91.824944,20499 ME/EKH/78O15/2025/01 Meghalaya East Khasi Hills 11thMile slide 1 NH-206 25.465167 91.824944 Debris Slide 30 May 2025 at 05:40 AM,2025.0,Meghalaya,30 May 2025,2025-05-30,Debris Slide,East Khasi Hills,,,,366.0,361.0,,
20500,ME/EKH/78O15/2025/02,25.422278,91.867694,20500 ME/EKH/78O15/2025/02 Meghalaya East Khasi Hills Laitlyngkot- Pomlum slide 1 NH-206 25.422278 91.867694 Rock Slide 30 May 2025,2025.0,Meghalaya,30 May 2025,2025-05-30,Rock Slide,East Khasi Hills,,,,366.0,361.0,,
20501,ME/EKH/78O15/2025/03,25.43480556,91.85952778,20501 ME/EKH/78O15/2025/03 Meghalaya East Khasi Hills Laitlyngkot-Pomlum slide 2 NH-206 25.43480556 91.85952778 Debris Slide 30 May 2025,2025.0,Meghalaya,30 May 2025,2025-05-30,Debris Slide,East Khasi Hills,,,,366.0,361.0,,
20502,ME/EKH/78O15/2025/04,25.48716667,91.81936111,20502 ME/EKH/78O15/2025/04 Meghalaya East Khasi Hills 11th Mile slide2 NH-206 25.48716667 91.81936111 Debris Slide 30 May 2025,2025.0,Meghalaya,30 May 2025,2025-05-30,Debris Slide,East Khasi Hills,,,,366.0,361.0,,
20503,ME/EKH/78O15/2025/05,25.456896,91.826145,20503 ME/EKH/78O15/2025/05 Meghalaya East Khasi Hills Lumkyntung landslide Lumkyntung village 25.456896 91.826145 Debris Slide 30 May 2025 (around 11.00 Hrs).,2025.0,Meghalaya,30 May 2025,2025-05-30,Debris Slide,East Khasi Hills,,,,366.0,361.0,,
20504,ME/EJH/83C08/2025/06,25.048054,92.409245,"20504 ME/EJH/83C08/2025/06 Meghalaya East Jaintia Hills DonarSkul landslide NH-06 25.048054 92.409245 Debris Slide 2021,11 May 2025 around 10.30 pm",2025.0,Meghalaya,11 May 2025,2025-05-11,Debris Slide,East Jaintia Hills,60.25343704223633,34.94600952069083,187.885609090822,123.0,119.0,-0.1371957566830869,-0.9905439537689154
20505,ME/EKH/78O15/2025/07,25.369056,91.775046,20505 ME/EKH/78O15/2025/07 Meghalaya East Khasi Hills Mawrah Debris slide Laitkroh –Khadarshnog road 25.369056 91.775046 Debris Slide NA sector,2025.0,Meghalaya,,,Debris Slide,East Khasi Hills,,,,366.0,361.0,,
20506,ME/EKH/78O15/2025/08,25.366201,91.767213,20506 ME/EKH/78O15/2025/08 Meghalaya East Khasi Hills Mawrah Rock slide Laitkroh –Khadarshnog road 25.366201 91.767213 Rock Slide 31 May 2025 sector,2025.0,Meghalaya,31 May 2025,2025-05-31,Rock Slide,East Khasi Hills,,,,366.0,361.0,,
20507,ME/EKH/78O15/2025/09,25.355042,91.767525,20507 ME/EKH/78O15/2025/09 Meghalaya East Khasi Hills Mawkhnai landslide Laitkroh –Khadarshnog road 25.355042 91.767525 Debris Slide 31 May 2025 sector,2025.0,Meghalaya,31 May 2025,2025-05-31,Debris Slide,East Khasi Hills,,,,366.0,361.0,,
20508,ME/EKH/78O15/2025/10,25.340415,91.774142,20508 ME/EKH/78O15/2025/10 Meghalaya East Khasi Hills War-War landslide Laitkroh –Khadarshnog road 25.340415 91.774142 Debris Slide 31 May 2025 sector,2025.0,Meghalaya,31 May 2025,2025-05-31,Debris Slide,East Khasi Hills,,,,366.0,361.0,,
20509,ML/RB/2014-2015/08,25.95608333,91.86413889,"20509 ML/RB/2014-2015/08 Meghalaya Ri-Bhoi Pemangla slide ( around 22mile from GS road NH-40 25.95608333 91.86413889 Variably thick in-situ Slide 25-26, August, 2014, 23 September Guwahati) soil over the 2014 weathered bedrock of granite.",2014.0,Meghalaya,,,Slide,Ribhoi,,,,105.0,102.0,,
20510,ML-,25.67341667,91.06625,20510 ML- 93/2011 Meghalaya West Khasi Hills Riangdo Landslide Riangdo Village 25.67341667 91.06625 Debris Slide Second week of May 2011,,Meghalaya,,,Debris Slide,West Khasi Hills,,,,224.0,223.0,,
20511,ML-1/2010,25.57711111,91.88141667,20511 ML-1/2010 Meghalaya East Khasi Hills Wall collase of mosque NA 25.57711111 91.88141667 NA NA 27 August 2010,2010.0,Meghalaya,27 August 2010,2010-08-27,,East Khasi Hills,,,,366.0,361.0,,
20512,ML-2/2010,25.56183333,91.86855556,20512 ML-2/2010 Meghalaya East Khasi Hills Meghalaya Police's C.I.D Quarters NA 25.56183333 91.86855556 NA NA 28 June 2010,2010.0,Meghalaya,28 June 2010,2010-06-28,,East Khasi Hills,,,,366.0,361.0,,
20513,ML-3/2010,25.57188889,91.90127778,20513 ML-3/2010 Meghalaya East Khasi Hills Lumsohra NA 25.57188889 91.90127778 NA NA 28 June 2010,2010.0,Meghalaya,28 June 2010,2010-06-28,,East Khasi Hills,,,,366.0,361.0,,
20514,ML-4/2010,25.56852778,91.89219444,20514 ML-4/2010 Meghalaya East Khasi Hills CathedralChurch NA 25.56852778 91.89219444 NA NA 28 June 2010,2010.0,Meghalaya,28 June 2010,2010-06-28,,East Khasi Hills,,,,366.0,361.0,,
20515,ML-5A/2010,25.13561111,92.3805,20515 ML-5A/2010 Meghalaya Jaintia Hills Tongseng Landslide NA 25.13561111 92.3805 NA NA 11th and 12th May 2010,2010.0,Meghalaya,,,,East Jaintia Hills,169.53826904296875,15.621082755747596,74.23965857364544,123.0,119.0,0.9624062279636134,0.2716141608547858
20516,ML-5B/2010,25.13561111,92.3805,20516 ML-5B/2010 Meghalaya Jaintia Hills Tongseng Landslide NA 25.13561111 92.3805 NA NA 11th and 12th May 2010,2010.0,Meghalaya,,,,East Jaintia Hills,169.53826904296875,15.621082755747596,74.23965857364544,123.0,119.0,0.9624062279636134,0.2716141608547858
